issue_key,design_decision_types,project,issue_id,votes,parent_key,parent_summary,has_parent,summary,description,raw_text,cleaned_text,token_list,issue_type,status,priority,reporter,assignee,created_date,updated_date,resolution_date,labels,components,fix_versions,comments,number_of_comments,comment_dates,comment_developers,bot_comment_count,human_comment_count,has_bot_comments,attachments,number_of_attachments,attachment_dates,attachment_files,has_attachments
YARN-9086,True False False,YARN,13202727,0,YARN-8811,Support Container Storage Interface (CSI) in YARN,True,[CSI] Run csi-driver-adaptor as aux service,"Since the csi-driver-adaptor's runtime depends on protobuf3, we need to run it with a seperate class loader. Aux service provides such ability, this ticket is tracking the effort to run the adaptors as NM's aux services.",,,,Sub-task,Resolved,Major,Weiwei Yang,Weiwei Yang,2018-12-06T08:52:46.591+0000,2019-01-29T07:15:01.177+0000,2019-01-29T06:58:01.364+0000,CSI,,3.3.0,,11,"['2019-01-07T12:19:03.292+0000', '2019-01-07T13:20:57.927+0000', '2019-01-24T11:04:30.209+0000', '2019-01-25T04:04:56.023+0000', '2019-01-29T03:34:37.027+0000', '2019-01-29T04:05:29.738+0000', '2019-01-29T04:23:58.414+0000', '2019-01-29T05:47:03.186+0000', '2019-01-29T06:52:18.417+0000', '2019-01-29T06:58:01.451+0000', '2019-01-29T07:15:01.177+0000']","['Hadoop QA', 'Weiwei Yang', 'Hadoop QA', 'Hadoop QA', 'Sunil G', 'Weiwei Yang', 'Sunil G', 'Hadoop QA', 'Weiwei Yang', 'Weiwei Yang', 'Hudson']",,,,,4,"['2019-01-07T10:41:53.721+0000', '2019-01-24T09:23:33.563+0000', '2019-01-25T02:19:08.573+0000', '2019-01-29T04:06:07.925+0000']","['YARN-9086.001.patch', 'YARN-9086.002.patch', 'YARN-9086.003.patch', 'YARN-9086.004.patch']",True
YARN-9059,True False False,YARN,13200757,0,YARN-5983,[Umbrella] Support for FPGA as a Resource in YARN,True,Support RESTful API in NM for query FPGA allocation,"Support it for the user to be able to:

curl <NM address>:8042/ws/v1/node/resources/yarn.io%2Ffpga",,,,Sub-task,Open,Major,Zhankun Tang,Zhankun Tang,2018-11-27T03:07:10.028+0000,2018-11-27T03:07:10.028+0000,,,,,,0,[],[],,,,,0,[],[],False
YARN-9060,True False True,YARN,13200759,0,YARN-8851,[Umbrella] A pluggable device plugin framework to ease vendor plugin development,True,[YARN-8851] Phase 1 - Support device isolation and use the Nvidia GPU plugin as an example,"Due to the cgroups v1 implementation policy in linux kernel, we cannot update the value of the device cgroups controller unless we have the root permission ([here|https://github.com/torvalds/linux/blob/6f0d349d922ba44e4348a17a78ea51b7135965b1/security/device_cgroup.c#L604]). So we need to support this in container-executor for Java layer to invoke.

This Jira will have three parts:
 # native c-e module
 # Java layer code to isolate devices for container (docker and non-docker)
 # A sample Nvidia GPU plugin",,,,Sub-task,Resolved,Major,Zhankun Tang,Zhankun Tang,2018-11-27T03:28:48.372+0000,2019-10-02T17:15:38.210+0000,2019-02-18T10:29:55.600+0000,,,3.3.0,,40,"['2018-11-27T05:47:41.913+0000', '2018-11-28T22:25:23.949+0000', '2018-11-29T10:57:51.761+0000', '2018-11-29T17:33:56.266+0000', '2018-11-30T02:59:42.451+0000', '2018-12-03T15:24:32.729+0000', '2018-12-08T14:54:06.666+0000', '2018-12-10T07:16:28.104+0000', '2018-12-10T13:37:10.026+0000', '2018-12-10T19:50:23.642+0000', '2019-01-15T14:14:52.286+0000', '2019-01-16T12:06:30.534+0000', '2019-01-17T05:30:00.411+0000', '2019-01-24T10:54:04.753+0000', '2019-01-24T14:24:01.355+0000', '2019-01-25T05:57:38.136+0000', '2019-01-25T10:36:39.284+0000', '2019-01-26T18:17:49.648+0000', '2019-01-30T10:01:37.100+0000', '2019-01-30T15:38:30.150+0000', '2019-01-30T19:37:15.429+0000', '2019-01-31T05:45:01.320+0000', '2019-01-31T09:11:17.417+0000', '2019-01-31T20:17:27.792+0000', '2019-02-01T04:17:49.732+0000', '2019-02-01T08:17:22.863+0000', '2019-02-01T10:38:08.872+0000', '2019-02-01T11:44:57.738+0000', '2019-02-01T14:24:32.553+0000', '2019-02-01T14:33:34.232+0000', '2019-02-01T14:38:07.107+0000', '2019-02-01T19:28:21.345+0000', '2019-02-12T13:17:16.209+0000', '2019-02-12T15:02:02.587+0000', '2019-02-17T14:42:45.917+0000', '2019-02-18T10:29:55.626+0000', '2019-02-18T10:40:29.010+0000', '2019-02-18T10:43:03.102+0000', '2019-02-20T19:35:56.117+0000', '2019-02-21T01:18:51.755+0000']","['Hadoop QA', 'Wangda Tan', 'Zhankun Tang', 'Wangda Tan', 'Zhankun Tang', 'Zhankun Tang', 'Hadoop QA', 'Hadoop QA', 'Hadoop QA', 'Hadoop QA', 'Hadoop QA', 'Hadoop QA', 'Hadoop QA', 'Zhankun Tang', 'Hadoop QA', 'Hadoop QA', 'Hadoop QA', 'Hadoop QA', 'Weiwei Yang', 'Zhankun Tang', 'Hadoop QA', 'Sunil G', 'Hadoop QA', 'Hadoop QA', 'Zhankun Tang', 'Hadoop QA', 'Sunil G', 'Weiwei Yang', 'Zhankun Tang', 'Sunil G', 'Zhankun Tang', 'Hadoop QA', 'Hadoop QA', 'Zhankun Tang', 'Sunil G', 'Sunil G', 'Zhankun Tang', 'Hudson', 'Wei-Chiu Chuang', 'Zhankun Tang']",,,,,18,"['2018-11-27T04:38:25.953+0000', '2018-12-03T13:43:45.276+0000', '2018-12-10T03:28:13.530+0000', '2018-12-10T09:29:54.981+0000', '2018-12-10T15:51:53.724+0000', '2019-01-15T09:52:24.679+0000', '2019-01-16T07:45:32.471+0000', '2019-01-17T00:58:58.267+0000', '2019-01-24T10:28:44.907+0000', '2019-01-25T01:37:38.737+0000', '2019-01-25T06:11:06.166+0000', '2019-01-26T13:32:59.442+0000', '2019-01-30T15:26:31.607+0000', '2019-01-31T04:43:18.701+0000', '2019-01-31T16:02:20.960+0000', '2019-02-01T04:09:01.656+0000', '2019-02-01T15:08:40.815+0000', '2019-02-12T09:27:10.943+0000']","['YARN-9060-trunk.001.patch', 'YARN-9060-trunk.002.patch', 'YARN-9060-trunk.003.patch', 'YARN-9060-trunk.004.patch', 'YARN-9060-trunk.005.patch', 'YARN-9060-trunk.006.patch', 'YARN-9060-trunk.007.patch', 'YARN-9060-trunk.008.patch', 'YARN-9060-trunk.009.patch', 'YARN-9060-trunk.010.patch', 'YARN-9060-trunk.011.patch', 'YARN-9060-trunk.012.patch', 'YARN-9060-trunk.013.patch', 'YARN-9060-trunk.014.patch', 'YARN-9060-trunk.015.patch', 'YARN-9060-trunk.016.patch', 'YARN-9060-trunk.017.patch', 'YARN-9060-trunk.018.patch']",True
YARN-9056,True False False,YARN,13200698,0,,,False,Yarn Service Upgrade: Instance state changes from UPGRADING to READY without performing a readiness check,"Currently, when an instance is upgraded, the state of the instance changes to UPGRADING. Once the NM informs AM that upgrade is finished, the state of the instance changes to STABLE.

The instance state should be changes to STABLE only once readiness check succeeds.",,,,Bug,Resolved,Critical,Chandni Singh,Chandni Singh,2018-11-26T22:33:56.773+0000,2018-11-28T00:47:34.483+0000,2018-11-28T00:47:34.448+0000,,,"3.1.2, 3.3.0, 3.2.1",,10,"['2018-11-27T07:23:02.478+0000', '2018-11-27T19:44:45.669+0000', '2018-11-27T20:02:54.957+0000', '2018-11-27T21:25:34.789+0000', '2018-11-27T22:26:57.308+0000', '2018-11-27T22:35:50.602+0000', '2018-11-27T22:42:44.268+0000', '2018-11-27T23:56:13.754+0000', '2018-11-28T00:01:02.359+0000', '2018-11-28T00:47:34.479+0000']","['Hadoop QA', 'Hadoop QA', 'Chandni Singh', 'Chandni Singh', 'Eric Yang', 'Hadoop QA', 'Chandni Singh', 'Hudson', 'Hadoop QA', 'Eric Yang']",,,,,4,"['2018-11-27T06:11:59.372+0000', '2018-11-27T18:30:42.118+0000', '2018-11-27T21:23:41.142+0000', '2018-11-27T22:52:17.477+0000']","['YARN-9056.001.patch', 'YARN-9056.002.patch', 'YARN-9056.003.patch', 'YARN-9056-branch-3.1.001.patch']",True
YARN-9055,True False False,YARN,13200644,0,YARN-9115,Capacity Scheduler: larger container configuration improvement on the queue level,True,Capacity Scheduler: allow larger queue level maximum-allocation-mb to override the cluster configuration,"YARN-1582 adds the support of maximum-allocation-mb configuration per queue. That feature gives the flexibility to give different memory requirements for different queues. Such patch adds the limitation that the queue level configuration can't exceed the cluster level default configuration, but I feel it may make more sense to remove such limitation to allow any overrides since 
# Such configuration is controlled by the admin so it shouldn't get abused; 
# It's common that typical queues require standard size containers while some job (queues) have requirements for larger containers. With current limitation, we have to set larger configuration on the cluster setting which will cause resource abuse unless we override them on all the queues.

We can remove such limitation in CapacitySchedulerConfiguration.java so the cluster setting provides the default value and queue setting can override it. 

{noformat}
   if (maxAllocationMbPerQueue > clusterMax.getMemorySize()
        || maxAllocationVcoresPerQueue > clusterMax.getVirtualCores()) {
      throw new IllegalArgumentException(
          ""Queue maximum allocation cannot be larger than the cluster setting""
          + "" for queue "" + queue
          + "" max allocation per queue: "" + result
          + "" cluster setting: "" + clusterMax);
    }
{noformat}

Let me know if it makes sense.",,,,Sub-task,Patch Available,Major,Aihua Xu,Aihua Xu,2018-11-26T18:30:53.355+0000,2018-12-13T02:04:52.503+0000,,,capacityscheduler,,,6,"['2018-11-26T19:17:16.482+0000', '2018-11-27T00:39:44.708+0000', '2018-11-27T14:39:12.543+0000', '2018-11-28T00:45:09.135+0000', '2018-12-12T22:35:58.210+0000', '2018-12-13T02:04:52.503+0000']","['Aihua Xu', 'Hadoop QA', 'Thomas Graves', 'Aihua Xu', 'Aihua Xu', 'Wangda Tan']",,,,,1,['2018-11-26T21:44:50.734+0000'],['YARN-9055.1.patch'],True
YARN-9050,True True False,YARN,13200218,0,,,False,[Umbrella] Usability improvements for scheduler activities,"We have did some usability improvements for scheduler activities based on YARN3.1 in our cluster as follows:
 1. Not available for multi-thread asynchronous scheduling. App and node activities maybe confused when multiple scheduling threads record activities of different allocation processes in the same variables like appsAllocation and recordingNodesAllocation in ActivitiesManager. I think these variables should be thread-local to make activities clear among multiple threads.
 2. Incomplete activities for multi-node lookup mechanism, since ActivitiesLogger will skip recording through \{{if (node == null || activitiesManager == null) }} when node is null which represents this allocation is for multi-nodes. We need support recording activities for multi-node lookup mechanism.
 3. Current app activities can not meet requirements of diagnostics, for example, we can know that node doesn't match request but hard to know why, especially when using placement constraints, it's difficult to make a detailed diagnosis manually. So I propose to improve the diagnoses of activities, add diagnosis for placement constraints check, update insufficient resource diagnosis with detailed info (like 'insufficient resource names:[memory-mb]') and so on.
 4. Add more useful fields for app activities, in some scenarios we need to distinguish different requests but can't locate requests based on app activities info, there are some other fields can help to filter what we want such as allocation tags. We have added containerPriority, allocationRequestId and allocationTags fields in AppAllocation.
 5. Filter app activities by key fields, sometimes the results of app activities is massive, it's hard to find what we want. We have support filter by allocation-tags to meet requirements from some apps, more over, we can take container-priority and allocation-request-id as candidates if necessary.
 6. Aggregate app activities by diagnoses. For a single allocation process, activities still can be massive in a large cluster, we frequently want to know why request can't be allocated in cluster, it's hard to check every node manually in a large cluster, so that aggregation for app activities by diagnoses is necessary to solve this trouble. We have added groupingType parameter for app-activities REST API for this, supports grouping by diagnostics.

I think we can have a discuss about these points, useful improvements which can be accepted will be added into the patch. Thanks.

Running design doc is attached [here|https://docs.google.com/document/d/1pwf-n3BCLW76bGrmNPM4T6pQ3vC4dVMcN2Ud1hq1t2M/edit#heading=h.2jnaobmmfne5].",,,,Improvement,Resolved,Major,Tao Yang,Tao Yang,2018-11-23T09:33:25.784+0000,2020-03-14T05:41:16.147+0000,2020-03-13T21:40:35.498+0000,,capacityscheduler,3.3.0,,19,"['2018-11-28T09:32:01.194+0000', '2018-11-29T17:39:43.280+0000', '2018-12-03T11:14:04.743+0000', '2018-12-03T17:19:00.355+0000', '2018-12-05T15:56:34.888+0000', '2019-01-09T13:08:07.850+0000', '2019-01-16T05:34:56.314+0000', '2019-01-16T08:12:06.418+0000', '2019-01-16T09:41:40.381+0000', '2019-04-05T10:52:27.848+0000', '2019-04-07T03:59:28.791+0000', '2020-01-08T03:46:59.714+0000', '2020-01-08T04:03:35.477+0000', '2020-01-09T05:24:53.521+0000', '2020-03-13T19:54:58.467+0000', '2020-03-13T20:10:33.173+0000', '2020-03-13T21:33:43.384+0000', '2020-03-13T21:41:05.934+0000', '2020-03-14T05:41:16.147+0000']","['Tao Yang', 'Wangda Tan', 'Tao Yang', 'Wangda Tan', 'Weiwei Yang', 'Tao Yang', 'Weiwei Yang', 'Tao Yang', 'Tao Yang', 'Adam Antal', 'Tao Yang', 'Brahma Reddy Battula', 'Tao Yang', 'Brahma Reddy Battula', 'Brahma Reddy Battula', 'Brahma Reddy Battula', 'Weiwei Yang', 'Weiwei Yang', 'Tao Yang']",,,,,1,['2018-11-23T08:46:41.528+0000'],['image-2018-11-23-16-46-38-138.png'],True
YARN-9045,True False False,YARN,13199843,0,,,False,Container's cpu usage limit should be soft with a relaxation factor,"There are two modes in yarn container cpu limitation. The default is Shared mode which guarantees the requested resource and can also use other spare CPU if available. Another one is Strict mode, container's resource is limited to allocated resource strictly.

If we want to limit the resource usage of the container and can use a certain percentage of spare CPU if available, the above two modes cannot satisfy our demand. We can define a relax coefficient(yarn.nodemanager.linux-container-executor.cgroups.strict-resource-usage.ratio) to relax the restrictions on resources in strict mode.

 
 Attachments are different modes comparison. Especifically, the last picture is the maximum percentage of container using CPU when the relaxation coefficient is 1.5.",,,,Improvement,Patch Available,Major,Zhaohui Xin,Zhaohui Xin,2018-11-21T14:08:35.879+0000,2018-11-22T04:37:10.733+0000,,,nodemanager,,,2,"['2018-11-21T17:29:13.031+0000', '2018-11-22T04:37:10.733+0000']","['Hadoop QA', 'Hadoop QA']",,,,,5,"['2018-11-21T15:27:54.484+0000', '2018-11-21T15:28:09.676+0000', '2018-11-21T15:30:52.140+0000', '2018-11-22T02:46:18.641+0000', '2018-11-22T02:46:18.653+0000']","['shared_mode.png', 'strict_mode.png', 'strict_relax_mode.png', 'YARN-9045.001.patch', 'YARN-9045.002.patch']",True
YARN-9038,True False False,YARN,13199497,0,YARN-8811,Support Container Storage Interface (CSI) in YARN,True,[CSI] Add ability to publish/unpublish volumes on node managers,"We need to add ability to publish volumes on node managers in staging area, under NM's local dir. And then mount the path to docker container to make it visible in the container.",,,,Sub-task,Resolved,Major,Weiwei Yang,Weiwei Yang,2018-11-20T03:23:39.405+0000,2019-01-04T06:55:38.643+0000,2019-01-04T06:41:18.896+0000,CSI,,3.3.0,,22,"['2018-12-06T11:26:50.788+0000', '2018-12-08T02:37:10.686+0000', '2018-12-08T04:58:39.680+0000', '2018-12-18T05:00:02.558+0000', '2018-12-18T05:46:28.295+0000', '2018-12-19T17:59:40.194+0000', '2018-12-20T02:11:23.647+0000', '2018-12-20T06:03:04.646+0000', '2018-12-20T13:25:54.220+0000', '2018-12-21T06:46:52.306+0000', '2018-12-21T07:56:43.733+0000', '2018-12-21T10:02:09.519+0000', '2018-12-21T11:06:39.837+0000', '2018-12-23T05:12:32.719+0000', '2018-12-26T14:20:37.941+0000', '2019-01-03T09:20:53.894+0000', '2019-01-03T10:05:58.512+0000', '2019-01-03T13:56:27.187+0000', '2019-01-03T14:00:06.242+0000', '2019-01-04T06:38:47.994+0000', '2019-01-04T06:41:18.938+0000', '2019-01-04T06:55:38.643+0000']","['Hadoop QA', 'Weiwei Yang', 'Hadoop QA', 'Sunil G', 'Weiwei Yang', 'Hadoop QA', 'Weiwei Yang', 'Hadoop QA', 'Hadoop QA', 'Hadoop QA', 'Weiwei Yang', 'Sunil G', 'Weiwei Yang', 'Hadoop QA', 'Weiwei Yang', 'Sunil G', 'Weiwei Yang', 'Hadoop QA', 'Weiwei Yang', 'Sunil G', 'Sunil G', 'Hudson']",,,,,7,"['2018-12-06T08:49:41.522+0000', '2018-12-08T02:36:56.165+0000', '2018-12-19T13:56:54.797+0000', '2018-12-20T02:22:30.607+0000', '2018-12-20T09:02:13.417+0000', '2018-12-21T02:40:33.005+0000', '2018-12-21T11:08:11.967+0000']","['YARN-9038.001.patch', 'YARN-9038.002.patch', 'YARN-9038.003.patch', 'YARN-9038.004.patch', 'YARN-9038.005.patch', 'YARN-9038.006.patch', 'YARN-9038.007.patch']",True
YARN-9034,True False False,YARN,13199258,0,YARN-7055,YARN Timeline Service v.2: beta 1 / GA,True,ApplicationCLI should have option to take clusterId,"Post YARN-8303, LogsCLI provide an option to input clusterid which could be used for fetching data from atsv2.  ApplicationCLI also should have this option.",,,,Sub-task,Resolved,Major,Rohith Sharma K S,Rohith Sharma K S,2018-11-19T08:54:14.393+0000,2019-09-05T07:21:49.325+0000,2018-11-28T08:52:53.178+0000,atsv2,,"3.3.0, 3.2.1",,12,"['2018-11-20T11:40:35.647+0000', '2018-11-20T14:49:44.219+0000', '2018-11-21T11:17:16.536+0000', '2018-11-21T14:52:14.732+0000', '2018-11-21T16:25:47.141+0000', '2018-11-22T03:13:49.936+0000', '2018-11-22T06:05:49.153+0000', '2018-11-22T08:51:58.904+0000', '2018-11-22T12:44:51.197+0000', '2018-11-28T08:52:53.213+0000', '2018-11-28T09:18:33.493+0000', '2019-09-05T07:20:43.370+0000']","['Hadoop QA', 'Hadoop QA', 'Hadoop QA', 'Hadoop QA', 'Suma Shivaprasad', 'Rohith Sharma K S', 'Rohith Sharma K S', 'Hadoop QA', 'Suma Shivaprasad', 'Suma Shivaprasad', 'Hudson', 'Rohith Sharma K S']",,,,,4,"['2018-11-20T11:32:38.048+0000', '2018-11-20T12:55:09.003+0000', '2018-11-21T08:59:09.865+0000', '2018-11-22T07:09:15.760+0000']","['YARN-9034.01.patch', 'YARN-9034.02.patch', 'YARN-9034.03.patch', 'YARN-9034.04.patch']",True
YARN-9023,True True False,YARN,13198571,0,,,False,Pluggable YARN Auxiliary Services,"The propose is to create customizable auxiliary services infrastructure for all YARN services to provide abilities to extends or change functionality for all YARN demons.
Currently, YARN has the ability to add auxiliary services only for NodeManager.

There are some cases when we need to add auxiliary services for some other YARN demons. For example, in YARN-2267 proposed to add Auxiliary Service support in RM for implementation monitor plugins or some alarm services. We faced with one more case, we need to create/setup some storage for YARN demon data (for example for RM state store or AM intermediate data) before demon started. Also, will be good if we can use some auxiliary service in different YARN demons.

The end users can use YARN Auxiliary Services (YAS) to customize or extend the functionality of all YARN demons. We can provide an ability to create aux service both for one and for all demons. This will make easy creating of aux service for shuffle or just to up some service within another YARN daemon. We will get a unified and more extensible architecture for all aux services which may need to create in the future.

Please look at the attached design doc for the details. [^Pluggable YARN Auxiliary Services Doc v1.pdf]
Also, you can add your comments to this doc: https://docs.google.com/document/d/1Pxs8eeWZwnlwryPj7gyN8Ej1O-FRBSX_C0ispV9ORT8/edit?usp=sharing
Thanks a lot for any comments and attention to this feature!",,,,New Feature,Open,Major,Oleksandr Shevchenko,Oleksandr Shevchenko,2018-11-15T09:41:59.926+0000,2018-11-27T21:07:45.663+0000,,,,,,4,"['2018-11-26T15:34:59.805+0000', '2018-11-26T22:35:22.768+0000', '2018-11-27T10:15:23.171+0000', '2018-11-27T21:07:45.663+0000']","['Oleksandr Shevchenko', 'Eric Yang', 'Oleksandr Shevchenko', 'Eric Yang']",,,,,1,['2018-11-15T09:42:43.145+0000'],['Pluggable YARN Auxiliary Services Doc v1.pdf'],True
YARN-9021,True False False,YARN,13198401,0,,,False,Service AM support for restoring decommissioned component instances,"YARN-8761 added support for decommissioning component instances. This ticket for restoring decommissioned instances, which would involve removing the component instance from the list of decommissioned instances in the service specification and flexing the number of component instances up. Additional work would be needed if we wanted to preserve any component instance state while the component was decommissioned, such as the last host where the instance ran.",,,,Improvement,Open,Major,Billie Rinaldi,,2018-11-14T17:10:06.381+0000,2018-11-14T17:10:31.693+0000,,,,,,0,[],[],,,,,0,[],[],False
YARN-9016,True False True,YARN,13198082,0,,,False,DocumentStore as a backend for ATSv2,"h1. Document Store for ATSv2

               The Document Store for ATSv2 is a framework for plugging in any Document Store Vendor as a backend for ATSv2 i.e Azure CosmosDB , MongoDB, ElasticSearch etc.
 * Supports multiple Document Store Vendors like CosmosDB, ElasticSearch, MongoDB etc by just adding new configurations properties and writing Document Store reader and writer clients.
 * Currently has support for CosmosDB.
 * All writes are Async and buffered, latest document would be flushed to the store either if the document buffer gets full or periodically at every flush interval in background without adding any additional latency to the running jobs..
 * All the REST API's of Timeline Reader Server are supported.

h3. *How to enable?*

Add the flowing properties under *yarn-site.xml*
{code:java}
<!-- config required for ATSv2 to use DocumentStore-->
<property>
 <name>yarn.timeline-service.writer.class </name>
 <value>org.apache.hadoop.yarn.server.timelineservice.documentstore.DocumentStoreTimelineWriterImpl</value>
</property>

<property>
   <name>yarn.timeline-service.reader.class </name>             <value>org.apache.hadoop.yarn.server.timelineservice.documentstore.DocumentStoreTimelineReaderImpl</value>
</property>

<property> 
   <name>yarn.timeline-service.document-store.db-name</name>       
   <value>YOUR_DATABASE_NAME</value> <!-- default is timeline_service --> 
</property>{code}
h3. *Creating DB and Collections for storing documents*

                      The following config needs to be set inside *yarn-site.xml* for creating the database and collections for storing documents.
{code:java}
<!-- Using schema creator class for DocumentStore-->
<property>
 <name>yarn.timeline-service.schema-creator.class </name>
 <value>org.apache.hadoop.yarn.server.timelineservice.documentstore.DocumentStoreCollectionCreator</value>
</property>{code}
            Running the schema creator tool to create the necessary collections.
{code:java}
bin/hadoop org.apache.hadoop.yarn.server.timelineservice.storage.TimelineSchemaCreator{code}
h3.  *Azure CosmosDB* 

       To use Azure CosmosDB as a DocumentStore for ATSv2, the additional properties under *yarn-site.xml* is required..
{code:java}
<!-- config required for using Azure CosmosDB as a DocumentStore for ATSv2 -->
<property>  
   <name>yarn.timeline-service.document-store-type</name>  
   <value>COSMOS_DB</value>
</property>

<property>
   <name>yarn.timeline-service.document-store.cosmos-db.endpoint</name>
   <value>http://YOUR_AZURE_COSMOS_DB_URL:443/</value>
</property>

<property>
   <name>yarn.timeline-service.document-store.cosmos-db.masterkey</name>
   <value>YOUR_AZURE_COSMOS_DB_MASTER_KEY_CREDENTIAL</value>
</property>
{code}
 
   *Testing locally*
               In order to test the Azure CosmosDB as a DocumentStore locally, install the emulator from [here|https://docs.microsoft.com/en-us/azure/cosmos-db/local-emulator] and start it locally. Set the endpoint and master key under *yarn-site.xml* as mentioned above and run any example job like DistributedShell etc. Later you can check the data explorer UI of Azure CosmosDB locally to query the documents or even launch the *TimelineReader* locally to fetch/query the data from REST API's.",,,,New Feature,Resolved,Major,Sushil Ks,Sushil Ks,2018-11-13T15:44:20.481+0000,2020-07-20T07:53:48.377+0000,2019-03-13T23:46:44.260+0000,,ATSv2,3.3.0,,28,"['2018-11-13T23:55:12.575+0000', '2018-11-14T09:35:25.210+0000', '2018-11-20T18:32:15.260+0000', '2018-11-21T11:25:38.010+0000', '2018-11-21T11:42:43.011+0000', '2018-11-30T10:14:31.138+0000', '2018-12-03T09:09:28.383+0000', '2018-12-03T09:38:41.772+0000', '2018-12-03T09:48:23.991+0000', '2018-12-03T15:42:06.869+0000', '2018-12-03T16:09:48.218+0000', '2018-12-03T16:13:36.853+0000', '2018-12-14T06:07:42.471+0000', '2018-12-14T06:09:13.584+0000', '2019-02-21T21:59:59.036+0000', '2019-02-23T15:58:12.840+0000', '2019-02-24T06:21:37.176+0000', '2019-02-27T09:37:42.952+0000', '2019-03-12T19:59:37.902+0000', '2019-03-13T01:22:56.654+0000', '2019-03-13T01:30:44.488+0000', '2019-03-13T05:35:26.441+0000', '2019-03-13T05:38:15.047+0000', '2019-03-13T05:43:29.890+0000', '2019-03-13T23:46:44.304+0000', '2019-03-14T00:00:18.411+0000', '2019-06-19T04:06:35.514+0000', '2019-06-19T04:19:51.955+0000']","['Hadoop QA', 'Hadoop QA', 'Hadoop QA', 'Hadoop QA', 'Sushil Ks', 'Hadoop QA', 'Rohith Sharma K S', 'Rohith Sharma K S', 'Rohith Sharma K S', 'Sushil Ks', 'Rohith Sharma K S', 'Rohith Sharma K S', 'Vrushali C', 'Vrushali C', 'Hadoop QA', 'Hadoop QA', 'Sushil Ks', 'Hadoop QA', 'Hadoop QA', 'Vrushali C', 'Vrushali C', 'Hadoop QA', 'Vrushali C', 'Vrushali C', 'Vrushali C', 'Hudson', 'Akira Ajisaka', 'Sushil Ks']",,,,,4,"['2018-11-21T07:17:22.666+0000', '2019-02-21T18:02:57.029+0000', '2019-02-23T11:41:57.261+0000', '2019-03-12T15:51:19.630+0000']","['YARN-9016.001.patch', 'YARN-9016.002.patch', 'YARN-9016.003.patch', 'YARN-9016.004.patch']",True
YARN-9015,True False False,YARN,13197995,0,YARN-8851,[Umbrella] A pluggable device plugin framework to ease vendor plugin development,True,[DevicePlugin] Add an interface for device plugin to provide customized scheduler,"A vendor might need a customized scheduling policy for their devices. It could be scheduled based on topology, resource utilization, virtualization, device attribute and so on.

We'll provide another optional interface ""DevicePluginScheduler"" for the vendor device plugin to implement. Once it's implemented, the framework will prefer it to the default scheduler.

This would bring more flexibility to the framework's scheduling mechanism.",,,,Sub-task,Resolved,Major,Zhankun Tang,Zhankun Tang,2018-11-13T09:32:24.982+0000,2018-12-12T20:09:11.704+0000,2018-12-12T19:55:52.716+0000,,,3.3.0,,10,"['2018-11-29T05:11:02.295+0000', '2018-11-29T14:55:49.966+0000', '2018-11-30T08:18:37.173+0000', '2018-12-03T17:47:19.734+0000', '2018-12-04T04:18:24.162+0000', '2018-12-04T05:34:52.959+0000', '2018-12-08T11:15:20.561+0000', '2018-12-12T19:39:22.798+0000', '2018-12-12T19:56:05.878+0000', '2018-12-12T20:09:11.704+0000']","['Hadoop QA', 'Hadoop QA', 'Zhankun Tang', 'Wangda Tan', 'Zhankun Tang', 'Hadoop QA', 'Zhankun Tang', 'Wangda Tan', 'Wangda Tan', 'Hudson']",,,,,4,"['2018-11-29T03:48:12.000+0000', '2018-11-29T03:52:04.662+0000', '2018-11-29T13:37:15.334+0000', '2018-12-04T04:10:59.326+0000']","['YARN-9015-trunk.001.patch', 'YARN-9015-trunk.002.patch', 'YARN-9015-trunk.003.patch', 'YARN-9015-trunk.004.patch']",True
